City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ixtapa,20.7,-105.2,89.01,70,20,5.82,MX,1599074221
Westport,41.14,-73.36,77.0,94,90,6.93,US,1599074120
Playas,-2.63,-80.38,73.47,74,56,13.56,EC,1599074423
Saskylakh,71.92,114.08,40.46,87,100,7.07,RU,1599074424
Nome,64.5,-165.41,48.0,81,75,13.87,US,1599074424
Siirt,37.93,41.94,80.49,24,29,5.37,TR,1599074424
Lamar,33.67,-95.58,75.99,94,90,4.7,US,1599074424
Vila Velha,-20.33,-40.29,79.0,65,40,9.17,BR,1599074424
Faya,18.39,42.45,66.2,82,40,6.93,SA,1599074425
Sal Rei,16.18,-22.92,80.6,69,40,18.34,CV,1599074425
Alta Floresta,-9.88,-56.09,103.17,10,0,7.92,BR,1599074425
Nanning,22.82,108.32,80.6,78,0,2.24,CN,1599074425
Riyadh,24.69,46.72,95.0,15,10,5.82,SA,1599074143
Hofn,64.25,-15.21,51.8,81,90,13.87,IS,1599074426
Ouricuri,-7.88,-40.08,86.95,28,53,9.73,BR,1599074426
Korla,41.76,86.15,78.01,64,16,4.0,CN,1599074426
West Bay,19.37,-81.42,84.2,89,40,10.29,KY,1599074426
Plouzané,48.38,-4.62,64.4,88,75,13.87,FR,1599074426
Madimba,-10.4,40.33,72.97,82,0,9.53,TZ,1599074427
Leland,34.26,-78.04,89.6,62,20,8.05,US,1599074427
Vikýřovice,49.98,17.01,54.0,86,85,0.81,CZ,1599074427
Manokwari,-0.87,134.08,79.83,73,100,2.46,ID,1599074427
Ilulissat,69.22,-51.1,44.6,65,75,6.93,GL,1599074428
Fortuna,40.6,-124.16,68.0,82,20,6.93,US,1599074428
Marawi,8.0,124.29,75.99,86,50,5.01,PH,1599074428
Nuevo Imperial,-13.08,-76.32,66.34,60,5,9.1,PE,1599074428
Sjøvegan,68.87,17.85,50.0,93,100,10.29,NO,1599074428
Coos Bay,43.37,-124.22,82.99,82,1,10.29,US,1599074429
Marystown,47.17,-55.15,64.99,100,53,1.99,CA,1599074429
Belmonte,-15.86,-38.88,77.0,65,40,8.05,BR,1599074429
Senno,59.53,33.92,51.01,86,99,7.9,RU,1599074429
Ishigaki,24.34,124.16,84.27,82,37,18.14,JP,1599074430
La Ronge,55.1,-105.28,55.4,66,75,12.75,CA,1599074430
Vredendal,-31.67,18.5,53.62,85,0,5.93,ZA,1599074430
Kānkon,15.02,74.02,77.54,88,100,7.58,IN,1599074430
Sioux Lookout,50.1,-91.92,62.6,51,40,10.29,CA,1599074431
Kirakira,-10.45,161.92,79.11,83,17,13.15,SB,1599074431
Sisimiut,66.94,-53.67,43.99,68,100,6.2,GL,1599074222
Henderson,36.04,-114.98,95.0,10,1,5.82,US,1599074431
Beringovskiy,63.05,179.32,46.65,58,0,3.42,RU,1599074431
Taltal,-25.4,-70.48,64.87,47,1,7.87,CL,1599074432
Kuril'sk,45.23,147.88,57.4,90,33,10.74,RU,1599074432
Inuvik,68.35,-133.72,48.2,100,90,3.36,CA,1599074432
Kaeo,-35.1,173.78,48.99,3,0,7.0,NZ,1599074432
Kahului,20.89,-156.47,84.2,54,40,17.22,US,1599074432
Ancud,-41.87,-73.82,46.45,91,100,12.68,CL,1599074433
Suárez,2.95,-76.7,82.0,10,75,3.53,CO,1599074250
Caorle,45.6,12.88,68.0,75,0,4.45,IT,1599074433
Carauari,-4.88,-66.9,94.59,41,56,3.42,BR,1599074433
Kargat,55.2,80.28,63.5,81,59,13.09,RU,1599074434
Linhai,28.85,121.12,75.99,80,0,3.98,CN,1599074434
Kitgum,3.28,32.89,67.24,92,1,1.97,UG,1599074434
Sondrio,46.17,9.87,63.0,93,75,2.24,IT,1599074434
Ribeira Brava,32.65,-17.07,73.0,83,40,9.17,PT,1599074434
Eydhafushi,5.1,73.07,81.66,79,100,19.73,MV,1599074435
Kyra,49.58,111.98,45.82,82,99,1.92,RU,1599074435
Hope Mills,34.97,-78.95,96.8,47,1,12.75,US,1599074435
Murdochville,48.96,-65.5,63.32,52,94,16.69,CA,1599074435
Pyaozerskiy,65.83,31.17,51.4,71,31,6.08,RU,1599074436
Nova Olímpia,-14.8,-57.29,102.22,13,5,5.97,BR,1599074162
Moroni,-11.7,43.26,74.32,71,0,7.94,KM,1599074285
Câmara de Lobos,32.63,-16.97,73.0,83,40,9.17,PT,1599074436
Joson,15.93,120.99,73.42,90,100,1.59,PH,1599074436
Novoil'insk,51.68,108.71,52.27,85,100,3.42,RU,1599074437
