City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ishigaki,24.34,124.16,87.8,84,75,10.29,JP,1599096336
Prince George,53.92,-122.75,62.6,51,1,3.36,CA,1599096336
Troitskiy,57.06,63.75,42.84,89,0,9.37,RU,1599096337
Hay River,60.82,-115.8,55.4,62,40,5.82,CA,1599096337
Raudeberg,61.99,5.14,63.0,56,98,22.59,NO,1599096337
Derbent,42.07,48.29,73.11,82,80,5.55,RU,1599096337
Fort Atkinson,42.93,-88.84,70.0,57,0,3.83,US,1599096338
Eišiškės,54.17,25.0,59.0,100,75,4.7,LT,1599096338
Kudahuvadhoo,2.67,72.89,82.08,76,100,16.73,MV,1599096338
Mingyue,43.11,128.92,63.99,92,100,6.64,CN,1599096339
Uglovskoye,51.36,80.19,70.11,31,2,11.81,RU,1599096339
Wrexham,53.0,-3.0,64.99,82,100,4.0,GB,1599096339
São Filipe,14.9,-24.5,78.13,85,68,13.71,CV,1599096339
Porto-Novo,6.5,2.6,77.0,94,90,13.87,BJ,1599096340
Alpena,45.06,-83.43,62.6,72,1,4.7,US,1599096340
Onega,63.91,38.14,50.18,72,100,5.12,RU,1599096340
Santa Maria,-29.68,-53.81,64.4,82,40,11.41,BR,1599096285
Bac Lieu,9.29,105.72,83.37,76,100,7.72,VN,1599096089
Verāval,20.9,70.37,79.23,85,100,6.06,IN,1599096341
Ajdabiya,30.76,20.23,78.91,49,0,12.01,LY,1599096341
Sovetskiy,61.36,63.58,44.04,77,55,10.78,RU,1599096341
Zipaquirá,5.02,-74.0,53.6,93,75,2.24,CO,1599096307
Diré,12.28,-10.97,72.27,97,100,2.28,ML,1599096342
Manyana,-23.4,21.72,59.7,73,8,4.23,BW,1599096342
Staraya Akkermanovka,51.25,58.24,51.8,81,46,13.42,RU,1599096342
Meulaboh,4.14,96.13,77.79,75,100,1.95,ID,1599096342
Saint George,37.1,-113.58,98.6,10,1,13.87,US,1599096046
Chippewa Falls,44.94,-91.39,71.01,46,1,8.05,US,1599096307
Saldanha,-33.01,17.94,57.2,93,2,9.17,ZA,1599096343
Sur,22.57,59.53,83.23,54,99,2.82,OM,1599096343
Ahipara,-35.17,173.17,56.84,64,62,17.27,NZ,1599096183
Duminichi,53.93,35.11,56.86,82,19,10.16,RU,1599096343
Villazón,-22.09,-65.59,44.91,30,0,14.45,BO,1599096343
Ranong,9.97,98.63,78.8,94,40,1.61,TH,1599096344
Moranbah,-22.0,148.05,70.47,54,100,11.61,AU,1599096344
Ust-Maya,60.42,134.53,59.4,69,73,3.8,RU,1599096344
Ozinki,51.18,49.68,55.42,72,0,12.84,RU,1599096344
Colborne,44.0,-77.88,69.8,73,75,6.93,CA,1599096345
Mount Isa,-20.73,139.5,86.0,19,0,12.75,AU,1599096345
Nantucket,41.28,-70.1,69.8,94,90,13.87,US,1599096267
Jaruco,23.04,-82.01,75.2,100,40,2.24,CU,1599096345
Almeirim,-1.52,-52.58,79.65,58,0,3.44,BR,1599096345
Manggar,-2.88,108.27,80.33,82,100,13.69,ID,1599096346
Mayo,38.89,-76.51,82.0,100,90,6.93,US,1599096296
Sarangani,5.4,125.46,84.96,71,95,9.84,PH,1599096346
Smolenka,52.14,113.5,46.4,100,90,2.24,RU,1599096346
Henties Bay,-22.12,14.28,48.99,88,0,5.3,NA,1599096347
Chornukhy,50.27,32.94,69.06,46,0,9.1,UA,1599096347
Zhigansk,66.77,123.37,52.32,72,100,19.24,RU,1599096324
Abhā,18.22,42.51,66.2,68,54,4.7,SA,1599096101
Pareora,-44.49,171.21,57.99,42,0,4.0,NZ,1599096347
Punalūr,9.0,76.93,78.8,88,40,2.24,IN,1599096347
Kundiawa,-6.02,144.97,74.71,68,10,1.7,PG,1599096348
Bowmore,34.94,-79.3,86.0,83,1,4.7,US,1599096348
Venustiano Carranza,19.43,-99.1,75.2,31,40,19.46,MX,1599096348
Freeport,40.66,-73.58,75.99,88,90,10.29,US,1599096135
Gornopravdinsk,60.05,69.9,43.11,91,86,10.18,RU,1599096349
Bandarbeyla,9.49,50.81,77.4,75,1,20.18,SO,1599096349
Loandjili,-4.76,11.86,73.09,85,95,6.8,CG,1599096349
George Town,5.41,100.34,82.4,88,20,1.12,MY,1599096121
Fenoarivo,-18.93,47.44,51.8,100,20,3.36,MG,1599096349
Miracema do Tocantins,-9.56,-48.4,78.1,33,0,3.58,BR,1599096350
Roald,62.58,6.13,62.6,59,0,9.17,NO,1599096350
Leningradskiy,69.38,178.42,36.36,83,87,4.76,RU,1599096350
Geraldton,-28.77,114.6,59.0,82,90,9.17,AU,1599096350
Gazli,40.13,63.45,72.25,23,0,7.87,UZ,1599096350
Wai,17.93,73.9,71.51,87,95,1.66,IN,1599096351
Kongolo,-5.38,27.0,75.07,42,9,3.67,CD,1599096351
Soe,-9.86,124.28,80.76,42,0,7.99,ID,1599096351
Codrington,-38.27,141.97,53.26,83,100,22.37,AU,1599096339
Knysna,-34.04,23.05,60.8,48,0,9.17,ZA,1599096351
Kaduqli,11.02,29.72,71.44,91,3,2.53,SD,1599096352
Tokur,53.13,132.9,57.09,91,100,1.88,RU,1599096352
Sechura,-5.56,-80.82,62.31,75,0,18.45,PE,1599096352
Dāmghān,36.17,54.35,59.02,34,0,1.25,IR,1599096352
Suoyarvi,62.08,32.35,50.74,88,95,5.79,RU,1599096353
Ormara,25.21,64.64,79.66,88,12,6.46,PK,1599096353
Vanavara,60.34,102.28,49.78,87,9,9.86,RU,1599096353
Gushikawa,26.35,127.87,87.8,79,1,5.82,JP,1599096353
Quelimane,-17.88,36.89,71.6,83,40,3.36,MZ,1599096353
Córdoba,-31.41,-64.18,48.0,93,75,4.7,AR,1599096354
Sondrio,46.17,9.87,61.0,100,0,1.12,IT,1599096354
Fukuechō,32.69,128.84,80.6,74,40,13.87,JP,1599096354
Patan,27.67,85.33,71.6,94,75,0.81,NP,1599096354
Pangkalanbuun,-2.68,111.62,80.28,85,100,2.48,ID,1599096355
Wairoa,-39.03,177.37,52.0,63,100,15.01,NZ,1599096355
Severo-Yeniseyskiy,60.37,93.04,46.29,93,100,3.29,RU,1599096355
Sawākin,19.11,37.33,88.63,53,0,7.02,SD,1599096355
Taoudenni,22.68,-3.98,97.95,25,89,10.49,ML,1599096356
Ginda,30.69,78.49,78.8,94,90,2.33,IN,1599096356
George Town,5.41,100.34,84.2,88,20,2.24,MY,1599096356
Grants,35.15,-107.85,84.2,9,1,8.05,US,1599096356
‘Ewa Beach,21.32,-158.01,87.8,51,75,8.05,US,1599096188
Taltal,-25.4,-70.48,54.9,72,0,3.42,CL,1599096357
Nizhniy Kuranakh,58.84,125.49,64.08,46,0,4.59,RU,1599096357
Tuatapere,-46.13,167.68,56.95,52,100,3.67,NZ,1599096357
Cruzeiro do Sul,-29.51,-51.99,66.99,96,4,0.56,BR,1599096357
Maumere,-8.62,122.21,84.33,56,31,3.27,ID,1599096358
At-Bashi,41.17,75.81,57.88,53,100,4.47,KG,1599096358
Ilulissat,69.22,-51.1,39.2,81,100,4.7,GL,1599096358
Vila Velha,-20.33,-40.29,68.0,94,40,2.24,BR,1599096283
Scarborough,54.28,-0.4,59.0,93,99,3.0,GB,1599096358
Mosquera,4.71,-74.23,53.6,93,75,2.24,CO,1599096194
Taixing,32.17,120.01,76.59,77,0,8.68,CN,1599096359
Mattru,7.62,-11.83,71.6,94,76,1.95,SL,1599096359
Neuquén,-38.95,-68.06,51.8,57,11,3.36,AR,1599096359
Vesele,47.01,34.91,70.27,44,0,4.16,UA,1599096359
Primorsko-Akhtarsk,46.05,38.17,73.78,52,0,6.87,RU,1599096360
Cap Malheureux,-19.98,57.61,69.01,88,78,1.99,MU,1599096360
Kungurtug,50.6,97.52,55.44,64,0,1.19,RU,1599096360
Salalah,17.02,54.09,77.0,100,90,5.82,OM,1599096360
Redmond,47.67,-122.12,78.01,63,0,1.01,US,1599096360
Simbahan,6.3,120.58,83.7,70,81,4.41,PH,1599096361
Vinh,18.67,105.67,83.86,72,15,4.29,VN,1599096361
Blagoyevo,63.37,47.92,39.94,93,0,2.33,RU,1599096361
Edd,13.93,41.69,89.49,62,36,3.58,ER,1599096361
Santa Cruz de Tenerife,28.47,-16.25,72.0,40,8,4.7,ES,1599096362
Mitsamiouli,-11.38,43.28,75.92,68,0,7.96,KM,1599096362
Erzin,36.96,36.2,79.0,92,0,5.99,TR,1599096362
Denpasar,-8.65,115.22,82.4,100,40,14.99,ID,1599096194
Mucurapo,10.67,-61.53,81.0,83,20,9.28,TT,1599096244
Merauke,-8.47,140.33,83.28,72,18,12.59,ID,1599096363
Arman',59.7,150.17,58.77,56,33,1.59,RU,1599096363
Şabyā,17.15,42.63,87.8,58,40,5.82,SA,1599096363
Najrān,17.49,44.13,80.6,39,94,4.7,SA,1599096363
North Augusta,33.5,-81.97,87.8,66,1,4.7,US,1599096089
Orchard Homes,46.86,-114.05,80.6,28,1,13.87,US,1599096364
Huron,41.15,-82.55,72.0,87,100,6.38,US,1599096364
Shakhtinsk,49.71,72.59,53.6,81,0,2.24,KZ,1599096364
Manuk Mangkaw,4.8,119.85,84.38,70,100,6.8,PH,1599096364
Goma,-1.68,29.22,63.23,50,53,2.73,CD,1599096364
Waipawa,-41.41,175.52,53.01,57,0,14.99,NZ,1599096365
Vanimo,-2.67,141.3,86.59,60,99,7.25,PG,1599096365
Tomé,-36.62,-72.95,50.0,81,75,6.93,CL,1599096365
Oistins,13.07,-59.53,78.8,83,75,29.97,BB,1599096365
Ambilobe,-13.2,49.05,63.16,89,3,2.86,MG,1599096366
Montanha,-18.13,-40.36,66.13,88,0,6.11,BR,1599096366
Carutapera,-1.2,-46.02,76.64,86,30,5.55,BR,1599096315
Kavaratti,10.57,72.64,80.89,80,100,13.02,IN,1599096366
Verkhnevilyuysk,63.45,120.32,55.81,87,81,7.09,RU,1599096366
Svolvær,68.23,14.57,54.64,70,30,10.54,NO,1599096367
Safi,32.3,-9.24,67.82,90,5,7.78,MA,1599096367
Faya,18.39,42.45,66.2,68,23,4.7,SA,1599096367
Wenling,28.37,121.36,86.0,69,8,7.45,CN,1599096367
Wadena,46.44,-95.14,69.8,63,1,6.93,US,1599096367
Goya,-29.14,-59.26,48.49,95,0,4.88,AR,1599096368
Sydney,-33.87,151.21,82.4,24,0,19.46,AU,1599096278
Atbasar,51.8,68.33,53.8,80,100,18.01,KZ,1599096368
Nhulunbuy,-12.23,136.77,82.4,65,40,14.99,AU,1599096368
Constitución,-35.33,-72.42,48.72,84,78,11.03,CL,1599096308
Blackwater,-23.58,148.88,73.38,48,56,13.65,AU,1599096369
Sandwick,60.0,-1.25,55.4,93,100,14.99,GB,1599096369
Garoua,9.3,13.4,74.68,86,100,2.68,CM,1599096369
Ürümqi,43.8,87.6,73.4,35,60,8.95,CN,1599096252
Tawao,4.25,117.89,84.2,79,20,1.12,MY,1599096369
Straumen,63.87,11.3,59.0,54,0,18.34,NO,1599096370
Jumla,29.27,82.18,64.18,67,75,1.68,NP,1599096370
Osuna,37.24,-5.11,72.0,68,0,4.7,ES,1599096370
Half Moon Bay,37.46,-122.43,71.6,82,90,6.93,US,1599096370
Zhob,31.34,69.45,71.73,69,0,3.6,PK,1599096371
Montrose,38.42,-108.27,82.4,20,1,8.05,US,1599096077
Shirokiy,49.76,129.52,65.7,86,100,6.53,RU,1599096371
Yumen,40.28,97.2,70.07,21,0,6.93,CN,1599096371
Calama,-22.47,-68.93,50.0,15,0,8.05,CL,1599096372
Aztec,36.82,-107.99,87.8,10,1,13.87,US,1599096211
Liwale,-9.77,37.93,66.11,85,69,3.24,TZ,1599096372
Atar,20.52,-13.05,83.1,62,52,18.59,MR,1599096372
Kopychyntsi,49.1,25.91,62.01,75,100,1.01,UA,1599096372
Tsimmerbude,54.67,20.13,59.0,93,75,6.71,RU,1599096373
Broken Hill,-31.95,141.43,66.2,29,51,6.93,AU,1599096373
Bethel,41.37,-73.41,73.4,94,20,6.93,US,1599096373
Muhafazat Lahij,13.17,44.58,86.95,49,0,1.07,YE,1599096373
Port Blair,11.67,92.75,83.1,78,100,10.51,IN,1599096373
Pandan,14.05,124.17,87.58,64,100,0.13,PH,1599096374
Presidencia Roque Sáenz Peña,-26.79,-60.44,48.15,91,0,1.99,AR,1599096374
Imuris,30.78,-110.87,82.96,60,51,1.5,MX,1599096374
Mátranovák,48.04,19.98,50.0,92,0,2.04,HU,1599096374
Egvekinot,66.32,-179.17,38.52,76,100,2.21,RU,1599096375
Wasilla,61.58,-149.44,57.2,71,90,4.7,US,1599096357
Vikhorevka,56.12,101.16,53.6,87,75,8.95,RU,1599096375
La Pila,22.05,-100.87,78.8,21,20,12.75,MX,1599096375
Savé,8.04,2.49,71.31,98,100,4.76,BJ,1599096375
Berbérati,4.26,15.79,68.0,96,78,0.49,CF,1599096376
Ibirité,-20.02,-44.06,68.0,59,0,5.26,BR,1599096281
Point Fortin,10.18,-61.68,81.0,83,20,14.12,TT,1599096376
Vershino-Darasunskiy,52.35,115.52,58.35,67,0,3.49,RU,1599096376
Barra do Garças,-15.89,-52.26,75.25,27,97,0.51,BR,1599096376
Tupik,54.43,119.93,59.95,66,0,3.24,RU,1599096377
Jalu,29.03,21.55,80.96,23,0,5.23,LY,1599096377
Zhongshu,24.52,103.77,68.52,84,65,1.43,CN,1599096377
Nimāparha,20.07,86.02,80.6,94,40,2.89,IN,1599096377
Panabá,21.28,-88.27,79.43,88,89,9.98,MX,1599096378
Sühbaatar,50.23,106.21,60.31,76,96,4.65,MN,1599096378
Puri,19.8,85.85,80.6,94,40,4.88,IN,1599096378
Funtua,11.52,7.31,68.05,97,91,5.12,NG,1599096378
Ambulu,-8.35,113.61,80.35,76,13,0.76,ID,1599096379
Puerto Nariño,-3.77,-70.38,78.8,94,55,1.72,CO,1599096379
Yar-Sale,66.83,70.83,44.6,94,100,13.27,RU,1599096379
Qaqortoq,60.72,-46.03,44.6,48,0,4.7,GL,1599096379
Krasnosel'kup,65.7,82.47,44.82,79,100,7.63,RU,1599096379
Innisfail,-17.53,146.03,73.99,63,90,3.0,AU,1599096380
Heihe,50.24,127.49,60.8,87,40,8.95,CN,1599096380
Avenal,36.0,-120.13,93.2,28,75,11.41,US,1599096380
Pathein,16.78,94.73,80.64,83,44,2.71,MM,1599096376
Umluj,25.02,37.27,86.49,50,10,7.63,SA,1599096380
Dalmau,26.07,81.03,78.15,91,88,4.92,IN,1599096381
Fujin,47.26,132.03,65.48,98,100,11.86,CN,1599096381
Mankato,44.16,-94.0,70.0,73,1,11.41,US,1599096263
Yatou,37.15,122.38,74.07,71,0,20.24,CN,1599096381
Bad Wurzach,47.9,9.9,50.0,93,32,2.24,DE,1599096381
Slave Lake,55.28,-114.77,57.2,67,90,10.29,CA,1599096242
Vallenar,-28.57,-70.76,56.82,48,0,1.32,CL,1599096382
Blagoveshchensk,50.27,127.53,60.8,87,40,8.95,RU,1599096382
Kpandae,8.47,-0.01,72.19,90,100,0.63,GH,1599096382
Manicoré,-5.81,-61.3,78.8,88,0,0.89,BR,1599096382
Lavrentiya,65.58,-171.0,41.58,74,100,8.28,RU,1599096383
Presidente Médici,-11.18,-61.9,83.59,22,12,3.83,BR,1599096383
Key Largo,25.09,-80.45,86.0,1,0,8.01,US,1599096383
Acapulco de Juárez,16.86,-99.89,84.2,74,20,3.36,MX,1599096279
Zhalantun,48.0,122.72,60.42,74,100,11.65,CN,1599096384
Batagay-Alyta,67.8,130.41,51.31,57,4,4.68,RU,1599096384
Coos Bay,43.37,-124.22,73.0,87,75,10.29,US,1599096384
Alenquer,-1.94,-54.74,84.2,74,20,8.05,BR,1599096384
Kaeo,-35.1,173.78,57.0,8,0,7.0,NZ,1599096270
Esim,4.87,-2.24,75.49,89,100,9.35,GH,1599096385
Kikwit,-5.04,18.82,77.61,68,100,1.86,CD,1599096385
Batangafo,7.3,18.28,70.75,97,100,3.94,CF,1599096385
Tarko-Sale,64.92,77.78,44.01,82,100,10.6,RU,1599096385
Kobelyaky,49.15,34.2,69.8,44,0,5.7,UA,1599096385
Eenhana,-17.47,16.33,66.2,16,37,5.82,NA,1599096386
Marsh Harbour,26.54,-77.06,84.51,80,72,12.95,BS,1599096386
Naze,28.37,129.48,87.8,74,75,6.93,JP,1599096386
Gretna,29.91,-90.05,86.0,88,20,8.05,US,1599096386
Robe,-37.18,139.75,55.94,64,25,33.31,AU,1599096387
Caravelas,-17.71,-39.25,70.59,87,13,9.26,BR,1599096387
Kuusamo,65.97,29.18,42.8,93,0,2.24,FI,1599096387
Mareeba,-17.0,145.43,82.4,48,40,16.11,AU,1599096387
Santa Isabel Rio Negro,-0.41,-65.02,76.69,84,84,2.08,BR,1599096107
Praia,14.92,-23.51,78.8,83,40,16.11,CV,1599096388
County Wicklow,53.0,-6.42,57.99,93,40,16.11,IE,1599096388
Jatāra,25.02,79.05,77.25,86,98,3.36,IN,1599096389
Port Hedland,-20.32,118.57,84.2,32,61,16.11,AU,1599096389
Glasgow,55.87,-4.26,57.0,87,40,9.17,GB,1599096389
Yacuiba,-22.04,-63.68,50.32,64,0,2.68,BO,1599096390
Lipari,38.47,14.95,73.99,79,0,3.0,IT,1599096390
Zirándaro de los Chávez,18.45,-100.98,80.01,73,0,1.79,MX,1599096390
Mizdah,31.45,12.98,70.81,93,7,15.9,LY,1599096390
Nova Serrana,-19.88,-44.98,65.12,63,0,8.16,BR,1599096390
Rāwah,34.48,41.91,89.29,16,0,11.43,IQ,1599096391
Oriximiná,-1.77,-55.87,82.35,58,0,3.38,BR,1599096391
Forsytheganj,52.63,29.73,63.1,81,100,3.96,BY,1599096391
Dodge City,37.75,-100.02,80.6,51,1,9.17,US,1599096391
Vágur,61.47,-6.81,53.46,93,50,23.76,FO,1599096392
Marawi,8.0,124.29,82.99,78,100,5.01,PH,1599096392
Mananara,-16.17,49.77,64.38,89,43,5.68,MG,1599096392
Cottonwood,34.74,-112.01,97.0,16,58,5.99,US,1599096392
Inongo,-1.95,18.27,70.7,81,87,5.59,CD,1599096393
Paamiut,61.99,-49.67,44.33,66,67,7.43,GL,1599096393
Tura,25.52,90.22,76.12,92,98,3.47,IN,1599096393
Naryan-Mar,67.67,53.09,41.27,89,95,7.65,RU,1599096393
Valdivia,-39.81,-73.25,46.4,93,75,4.7,CL,1599096394
Iquique,-20.22,-70.14,59.0,77,75,9.17,CL,1599096394
Chumikan,54.72,135.31,54.14,94,100,2.59,RU,1599096394
Salisbury,51.07,-1.8,62.01,93,100,10.29,GB,1599096394
Moses Lake,47.13,-119.28,91.4,22,1,11.41,US,1599096395
Storforshei,66.4,14.52,48.97,72,0,6.73,NO,1599096395
Korla,41.76,86.15,78.85,20,96,6.11,CN,1599096395
Vila,42.03,-8.16,61.0,81,0,1.01,PT,1599096395
San Antonio,29.42,-98.49,88.0,66,40,3.36,US,1599096143
Savannah Bight,16.45,-85.85,77.25,89,100,30.42,HN,1599096396
Chipinge,-20.19,32.62,51.67,100,43,4.03,ZW,1599096396
Linkuva,56.09,23.97,57.2,100,75,4.7,LT,1599096396
Oleksandrivka,48.96,32.23,71.1,38,100,1.1,UA,1599096397
Sombrio,-29.11,-49.62,62.91,88,0,7.11,BR,1599096397
Ruteng,-8.61,120.47,73.63,74,90,1.54,ID,1599096397
Morón,-34.65,-58.62,51.01,99,100,11.01,AR,1599096359
Leh,34.17,77.58,57.42,50,2,5.41,IN,1599096245
Along,28.17,94.77,77.32,81,37,0.31,IN,1599096397
Evensk,61.95,159.23,55.35,45,0,8.34,RU,1599096398
Wajir,1.75,40.06,69.78,78,0,9.8,KE,1599096398
Les Herbiers,46.87,-1.02,55.0,100,0,4.29,FR,1599096398
Ereymentau,51.62,73.1,59.22,76,85,10.33,KZ,1599096399
Pirgos,35.12,25.72,82.0,42,0,5.99,GR,1599096399
Chișinău,47.01,28.86,68.0,72,100,1.12,MD,1599096399
Geisenheim,49.98,7.97,52.0,81,1,3.36,DE,1599096322
Grafing,48.05,11.97,50.0,94,43,1.01,DE,1599096399
Qui Nhon,13.77,109.23,83.1,75,52,3.65,VN,1599096400
Tonstad,58.66,6.72,57.0,81,6,1.99,NO,1599096400
Shatsk,54.03,41.71,51.24,87,15,8.25,RU,1599096400
Caucayá,-0.19,-74.78,73.0,91,84,0.18,CO,1599096253
Sirte,31.21,16.59,77.86,83,0,14.09,LY,1599096400
Plastun,44.76,136.29,66.29,94,100,9.31,RU,1599096401
